Isleworks Potion,Very High,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Increasing,Cycle5Weak
Isleworks Firesand,High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Skyrocketing,Cycle6Strong
Isleworks Wooden Chair,High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,None,Cycle7Strong
Isleworks Grilled Clam,Average,Insufficient,Skyrocketing,Insufficient,Increasing,Sufficient,Plummeting,Sufficient,None,Cycle2Weak
Isleworks Necklace,Average,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Surplus,Plummeting,Cycle3Weak
Isleworks Coral Ring,High,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Increasing,Cycle5Weak
Isleworks Barbut,Average,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Cycle5Strong
Isleworks Macuahuitl,Average,Insufficient,Increasing,Insufficient,Increasing,Sufficient,Plummeting,Sufficient,None,Cycle2Weak
Isleworks Sauerkraut,High,Sufficient,Plummeting,Insufficient,None,Sufficient,Plummeting,Sufficient,Skyrocketing,Cycle6Strong
Isleworks Baked Pumpkin,Low,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Skyrocketing,Cycle6Strong
Isleworks Tunic,Very High,Sufficient,None,Insufficient,None,Sufficient,Decreasing,Sufficient,Increasing,Cycle6Weak
Isleworks Culinary Knife,Low,Sufficient,None,Sufficient,None,Insufficient,Increasing,Insufficient,Increasing,Cycle4Weak
Isleworks Brush,Low,Insufficient,None,Nonexistent,Skyrocketing,Sufficient,Plummeting,Sufficient,None,Cycle2Strong
Isleworks Boiled Egg,Very High,Sufficient,None,Insufficient,None,Sufficient,Plummeting,Sufficient,Skyrocketing,Cycle6Strong
Isleworks Hora,High,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Cycle4Strong
Isleworks Earrings,Average,Sufficient,Plummeting,Sufficient,None,Sufficient,None,Insufficient,Increasing,Cycle5Weak
Isleworks Butter,Very High,Sufficient,None,Sufficient,None,Insufficient,Skyrocketing,Nonexistent,Skyrocketing,Cycle4Strong
Isleworks Brick Counter,Very High,Sufficient,None,Sufficient,None,Sufficient,None,Insufficient,Increasing,Cycle5Weak
